date,ticker,title,sentiment_label,sentiment_score,sentiment_confidence
2026-03-09,USO,"Airline shares battered as oil prices spike, Iran war intensifies",bearish,-0.9316025087609887,0.947119414806366
2026-03-09,GLD,Asia stocks plummet as oil surges further on deepening Middle East war,bearish,-0.9032154325395823,0.928347647190094
2026-03-09,QQQ,Asia stocks plummet as oil surges further on deepening Middle East war,bearish,-0.9032154325395823,0.928347647190094
2026-03-09,SPY,Asia stocks plummet as oil surges further on deepening Middle East war,bearish,-0.9032154325395823,0.928347647190094
2026-03-09,USO,Asia stocks plummet as oil surges further on deepening Middle East war,bearish,-0.9032154325395823,0.928347647190094
2026-03-09,GLD,"Oil shoots higher, shares skid as Middle East conflict drags on",bearish,-0.9134659077972174,0.941692054271698
2026-03-09,USO,"Oil shoots higher, shares skid as Middle East conflict drags on",bearish,-0.9134659077972174,0.941692054271698
2026-03-09,GLD,"Dow futures sink more than 1,000 points, oil prices surge up to 30% as Iran conflict rages",bearish,-0.9570464650169015,0.9664362668991089
2026-03-09,SPY,"Dow futures sink more than 1,000 points, oil prices surge up to 30% as Iran conflict rages",bearish,-0.9570464650169015,0.9664362668991089
2026-03-09,USO,"Dow futures sink more than 1,000 points, oil prices surge up to 30% as Iran conflict rages",bearish,-0.9570464650169015,0.9664362668991089
2026-03-09,GLD,Stock futures slide as oil rally amid U.S.-Iran conflict sparks growth concerns,bearish,-0.9376378636807203,0.9501117467880249
2026-03-09,USO,Stock futures slide as oil rally amid U.S.-Iran conflict sparks growth concerns,bearish,-0.9376378636807203,0.9501117467880249
2026-03-09,USO,Global markets slide as oil surges to a four-year high on escalating tensions,bearish,-0.8919394873082638,0.9174846410751343
2026-03-09,QQQ,Global airlines: Fuel‑hedging winners and losers in the oil spike,neutral,0.17818041890859604,0.7519629001617432
2026-03-09,USO,Global airlines: Fuel‑hedging winners and losers in the oil spike,neutral,0.17818041890859604,0.7519629001617432
2026-03-09,GLD,"China Prepared for Oil Disruptions, Expert Says",neutral,-0.07797609642148018,0.8573991656303406
2026-03-09,QQQ,"China Prepared for Oil Disruptions, Expert Says",neutral,-0.07797609642148018,0.8573991656303406
2026-03-09,SPY,"China Prepared for Oil Disruptions, Expert Says",neutral,-0.07797609642148018,0.8573991656303406
2026-03-09,USO,"China Prepared for Oil Disruptions, Expert Says",neutral,-0.07797609642148018,0.8573991656303406
2026-03-09,GLD,"Japan Stocks Drop Most Since April on Oil Spike, Iran Fears",bearish,-0.9508887147530913,0.9635491967201233
2026-03-09,QQQ,"Japan Stocks Drop Most Since April on Oil Spike, Iran Fears",bearish,-0.9508887147530913,0.9635491967201233
2026-03-09,SPY,"Japan Stocks Drop Most Since April on Oil Spike, Iran Fears",bearish,-0.9508887147530913,0.9635491967201233
2026-03-09,USO,"Japan Stocks Drop Most Since April on Oil Spike, Iran Fears",bearish,-0.9508887147530913,0.9635491967201233
2026-03-09,GLD,Yardeni Raises Odds of US Market Meltdown to 35% on Iran War,bearish,-0.7406919971108437,0.8464051485061646
2026-03-09,QQQ,Yardeni Raises Odds of US Market Meltdown to 35% on Iran War,bearish,-0.7406919971108437,0.8464051485061646
2026-03-09,SPY,Yardeni Raises Odds of US Market Meltdown to 35% on Iran War,bearish,-0.7406919971108437,0.8464051485061646
2026-03-09,USO,Yardeni Raises Odds of US Market Meltdown to 35% on Iran War,bearish,-0.7406919971108437,0.8464051485061646
2026-03-09,GLD,Global Bond Selloff Deepens as Oil Jump Stokes Stagflation Fear,bearish,-0.9600842986255884,0.9704892039299011
2026-03-09,QQQ,Global Bond Selloff Deepens as Oil Jump Stokes Stagflation Fear,bearish,-0.9600842986255884,0.9704892039299011
2026-03-09,SPY,Global Bond Selloff Deepens as Oil Jump Stokes Stagflation Fear,bearish,-0.9600842986255884,0.9704892039299011
2026-03-09,USO,Global Bond Selloff Deepens as Oil Jump Stokes Stagflation Fear,bearish,-0.9600842986255884,0.9704892039299011
2026-03-09,GLD,Hogan Lovells' Boon On Iran War Impact On Private Equity,neutral,-0.006122345104813576,0.9362635016441345
2026-03-09,USO,Hogan Lovells' Boon On Iran War Impact On Private Equity,neutral,-0.006122345104813576,0.9362635016441345
2026-03-09,GLD,South Korean Stocks Sink as Global Funds Sell on Iran War Risks,bearish,-0.9295707549899817,0.9589419960975647
2026-03-09,SPY,South Korean Stocks Sink as Global Funds Sell on Iran War Risks,bearish,-0.9295707549899817,0.9589419960975647
2026-03-09,USO,South Korean Stocks Sink as Global Funds Sell on Iran War Risks,bearish,-0.9295707549899817,0.9589419960975647
2026-03-09,GLD,ESAI Energy On Managing Crude Supply Disruption in Asia,neutral,-0.316341582685709,0.596436619758606
2026-03-09,QQQ,ESAI Energy On Managing Crude Supply Disruption in Asia,neutral,-0.316341582685709,0.596436619758606
2026-03-09,SPY,ESAI Energy On Managing Crude Supply Disruption in Asia,neutral,-0.316341582685709,0.596436619758606
2026-03-09,USO,ESAI Energy On Managing Crude Supply Disruption in Asia,neutral,-0.316341582685709,0.596436619758606
2026-03-09,GLD,S. Korean President Urges Fuel Price Cap as Oil Jumps Near $120,bullish,0.36530086398124695,0.609845757484436
2026-03-09,QQQ,S. Korean President Urges Fuel Price Cap as Oil Jumps Near $120,bullish,0.36530086398124695,0.609845757484436
2026-03-09,USO,S. Korean President Urges Fuel Price Cap as Oil Jumps Near $120,bullish,0.36530086398124695,0.609845757484436
2026-03-09,GLD,A Longer War Is Already Here for Markets,bearish,-0.9018307346850634,0.9286614060401917
2026-03-09,QQQ,A Longer War Is Already Here for Markets,bearish,-0.9018307346850634,0.9286614060401917
2026-03-09,SPY,A Longer War Is Already Here for Markets,bearish,-0.9018307346850634,0.9286614060401917
2026-03-09,GLD,China Inflation Takes Off After Holiday Boost as Oil Shock Looms,bullish,0.9111877083778381,0.9432514905929565
2026-03-09,QQQ,China Inflation Takes Off After Holiday Boost as Oil Shock Looms,bullish,0.9111877083778381,0.9432514905929565
2026-03-09,SPY,China Inflation Takes Off After Holiday Boost as Oil Shock Looms,bullish,0.9111877083778381,0.9432514905929565
2026-03-09,USO,China Inflation Takes Off After Holiday Boost as Oil Shock Looms,bullish,0.9111877083778381,0.9432514905929565
2026-03-09,GLD,"Markets Are Repricing More Prolonged Middle East Conflict, JPMorgan Says",bearish,-0.4583166539669037,0.6229889392852783
2026-03-09,QQQ,"Markets Are Repricing More Prolonged Middle East Conflict, JPMorgan Says",bearish,-0.4583166539669037,0.6229889392852783
2026-03-09,SPY,"Markets Are Repricing More Prolonged Middle East Conflict, JPMorgan Says",bearish,-0.4583166539669037,0.6229889392852783
2026-03-09,EWA,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,GLD,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,QQQ,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,SPY,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,USO,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,^AXJO,"Oil Surges Above $100, Stocks Slump | The Asia Trade 3/9/2026",neutral,0.061287897638976574,0.9086421728134155
2026-03-09,GLD,Crop Prices Jump as War Snarls Trade and Risks Tightening Supply,bullish,0.7297428771853447,0.8496485352516174
2026-03-09,USO,Crop Prices Jump as War Snarls Trade and Risks Tightening Supply,bullish,0.7297428771853447,0.8496485352516174
2026-03-09,GLD,Vietnam Plans to Scrap Fuel Import Curbs to Keep Supply Flowing,bearish,-0.3930974006652832,0.547310471534729
2026-03-09,QQQ,Vietnam Plans to Scrap Fuel Import Curbs to Keep Supply Flowing,bearish,-0.3930974006652832,0.547310471534729
2026-03-09,SPY,Vietnam Plans to Scrap Fuel Import Curbs to Keep Supply Flowing,bearish,-0.3930974006652832,0.547310471534729
2026-03-09,USO,Vietnam Plans to Scrap Fuel Import Curbs to Keep Supply Flowing,bearish,-0.3930974006652832,0.547310471534729
2026-03-09,GLD,Taiwan to Cap Oil-Price Rises and Doesn’t See Power Shortages,bearish,-0.24361953139305115,0.565346896648407
2026-03-09,QQQ,Taiwan to Cap Oil-Price Rises and Doesn’t See Power Shortages,bearish,-0.24361953139305115,0.565346896648407
2026-03-09,USO,Taiwan to Cap Oil-Price Rises and Doesn’t See Power Shortages,bearish,-0.24361953139305115,0.565346896648407
2026-03-09,GLD,China’s Bond Futures Fall Most This Year on Oil Price Shock,bearish,-0.9538615625351667,0.9650559425354004
2026-03-09,QQQ,China’s Bond Futures Fall Most This Year on Oil Price Shock,bearish,-0.9538615625351667,0.9650559425354004
2026-03-09,SPY,China’s Bond Futures Fall Most This Year on Oil Price Shock,bearish,-0.9538615625351667,0.9650559425354004
2026-03-09,USO,China’s Bond Futures Fall Most This Year on Oil Price Shock,bearish,-0.9538615625351667,0.9650559425354004
2026-03-09,GLD,"Indonesian Stocks, Rupiah Slump as Iran Conflict Escalates",bearish,-0.9550777040421963,0.96778404712677
2026-03-09,SPY,"Indonesian Stocks, Rupiah Slump as Iran Conflict Escalates",bearish,-0.9550777040421963,0.96778404712677
2026-03-09,USO,"Indonesian Stocks, Rupiah Slump as Iran Conflict Escalates",bearish,-0.9550777040421963,0.96778404712677
2026-03-09,GLD,Japan Stock Fear Gauges Soar as Oil Spike Upends Bull Scenario,bearish,-0.20488184690475464,0.5815999507904053
2026-03-09,QQQ,Japan Stock Fear Gauges Soar as Oil Spike Upends Bull Scenario,bearish,-0.20488184690475464,0.5815999507904053
2026-03-09,SPY,Japan Stock Fear Gauges Soar as Oil Spike Upends Bull Scenario,bearish,-0.20488184690475464,0.5815999507904053
2026-03-09,USO,Japan Stock Fear Gauges Soar as Oil Spike Upends Bull Scenario,bearish,-0.20488184690475464,0.5815999507904053
2026-03-09,GLD,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns,bearish,-0.9667842239141464,0.97356116771698
2026-03-09,QQQ,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns,bearish,-0.9667842239141464,0.97356116771698
2026-03-09,SPY,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns,bearish,-0.9667842239141464,0.97356116771698
2026-03-09,USO,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns,bearish,-0.9667842239141464,0.97356116771698
2026-03-09,QQQ,"Oil Spike Is Clouding the Outlook for Indian Bank Earnings, Interest Rates",bearish,-0.95901546953246,0.9667134881019592
2026-03-09,SPY,"Oil Spike Is Clouding the Outlook for Indian Bank Earnings, Interest Rates",bearish,-0.95901546953246,0.9667134881019592
2026-03-09,USO,"Oil Spike Is Clouding the Outlook for Indian Bank Earnings, Interest Rates",bearish,-0.95901546953246,0.9667134881019592
2026-03-09,GLD,China Keeps Pushing Nuclear Power With Ambitious Growth Target,bullish,0.892711415886879,0.9189605116844177
2026-03-09,QQQ,China Keeps Pushing Nuclear Power With Ambitious Growth Target,bullish,0.892711415886879,0.9189605116844177
2026-03-09,SPY,China Keeps Pushing Nuclear Power With Ambitious Growth Target,bullish,0.892711415886879,0.9189605116844177
2026-03-09,GLD,"EM Stocks Down 10% From Peak as Oil Surges, Currencies Slide",bearish,-0.9629854783415794,0.9715311527252197
2026-03-09,QQQ,"EM Stocks Down 10% From Peak as Oil Surges, Currencies Slide",bearish,-0.9629854783415794,0.9715311527252197
2026-03-09,SPY,"EM Stocks Down 10% From Peak as Oil Surges, Currencies Slide",bearish,-0.9629854783415794,0.9715311527252197
2026-03-09,USO,"EM Stocks Down 10% From Peak as Oil Surges, Currencies Slide",bearish,-0.9629854783415794,0.9715311527252197
2026-03-09,GLD,Middle East Conflict: How Much Further Can Oil Prices Rise?,neutral,-0.04211825132369995,0.8105871677398682
2026-03-09,QQQ,Middle East Conflict: How Much Further Can Oil Prices Rise?,neutral,-0.04211825132369995,0.8105871677398682
2026-03-09,USO,Middle East Conflict: How Much Further Can Oil Prices Rise?,neutral,-0.04211825132369995,0.8105871677398682
2026-03-09,GLD,Oil surges past $100 a barrel for the first time in four years,bearish,-0.9417655998840928,0.9573826789855957
2026-03-09,USO,Oil surges past $100 a barrel for the first time in four years,bearish,-0.9417655998840928,0.9573826789855957
2026-03-09,GLD,Oil Prices Soar 29% as Iran Conflict Threatens Middle East Supply,bearish,-0.673408180475235,0.7179814577102661
2026-03-09,QQQ,Oil Prices Soar 29% as Iran Conflict Threatens Middle East Supply,bearish,-0.673408180475235,0.7179814577102661
2026-03-09,SPY,Oil Prices Soar 29% as Iran Conflict Threatens Middle East Supply,bearish,-0.673408180475235,0.7179814577102661
2026-03-09,USO,Oil Prices Soar 29% as Iran Conflict Threatens Middle East Supply,bearish,-0.673408180475235,0.7179814577102661
2026-03-09,GLD,Oil Prices Surge Past $100 as Iran Names New Supreme Leader,bullish,0.8959175758063793,0.9328097701072693
2026-03-09,QQQ,Oil Prices Surge Past $100 as Iran Names New Supreme Leader,bullish,0.8959175758063793,0.9328097701072693
2026-03-09,SPY,Oil Prices Surge Past $100 as Iran Names New Supreme Leader,bullish,0.8959175758063793,0.9328097701072693
2026-03-09,USO,Oil Prices Surge Past $100 as Iran Names New Supreme Leader,bullish,0.8959175758063793,0.9328097701072693
2026-03-09,EWA,Why Pakistan Could Be Sucked Into Middle East War,bullish,0.3707824647426605,0.5616616606712341
2026-03-09,GLD,Why Pakistan Could Be Sucked Into Middle East War,bullish,0.3707824647426605,0.5616616606712341
2026-03-09,USO,Why Pakistan Could Be Sucked Into Middle East War,bullish,0.3707824647426605,0.5616616606712341
2026-03-09,^AXJO,Why Pakistan Could Be Sucked Into Middle East War,bullish,0.3707824647426605,0.5616616606712341
2026-03-09,GLD,"Cathay fares surge, CUHK professor suspended in Australia: 5 weekend reads you missed",neutral,0.06079048477113247,0.9011732339859009
2026-03-09,QQQ,"Cathay fares surge, CUHK professor suspended in Australia: 5 weekend reads you missed",neutral,0.06079048477113247,0.9011732339859009
2026-03-09,SPY,"Cathay fares surge, CUHK professor suspended in Australia: 5 weekend reads you missed",neutral,0.06079048477113247,0.9011732339859009
2026-03-09,USO,"Cathay fares surge, CUHK professor suspended in Australia: 5 weekend reads you missed",neutral,0.06079048477113247,0.9011732339859009
2026-03-09,GLD,Oil prices hit $100 per barrel as big Middle East producers cut output amid Iran war,bullish,0.8658692911267281,0.9134289622306824
2026-03-09,QQQ,Oil prices hit $100 per barrel as big Middle East producers cut output amid Iran war,bullish,0.8658692911267281,0.9134289622306824
2026-03-09,USO,Oil prices hit $100 per barrel as big Middle East producers cut output amid Iran war,bullish,0.8658692911267281,0.9134289622306824
2026-03-09,QQQ,My HORRIBLE Timing,bearish,-0.766440587118268,0.7857411503791809
2026-03-09,SPY,My HORRIBLE Timing,bearish,-0.766440587118268,0.7857411503791809
2026-03-09,SPY,WTI crude is up 24%,bearish,-0.2319762408733368,0.4143204092979431
2026-03-09,GLD,Iraq Oil Output Plunges About 60% as Iran War Blocks Tankers,bearish,-0.9642306277528405,0.9709739685058594
2026-03-09,SPY,Iraq Oil Output Plunges About 60% as Iran War Blocks Tankers,bearish,-0.9642306277528405,0.9709739685058594
2026-03-09,USO,Iraq Oil Output Plunges About 60% as Iran War Blocks Tankers,bearish,-0.9642306277528405,0.9709739685058594
2026-03-09,GLD,Why aren't gold and silver going up more as money comes out of the market and crypto?,neutral,0.0794307254254818,0.8451023697853088
2026-03-09,QQQ,Why aren't gold and silver going up more as money comes out of the market and crypto?,neutral,0.0794307254254818,0.8451023697853088
2026-03-09,SLV,Why aren't gold and silver going up more as money comes out of the market and crypto?,neutral,0.0794307254254818,0.8451023697853088
2026-03-09,SPY,Why aren't gold and silver going up more as money comes out of the market and crypto?,neutral,0.0794307254254818,0.8451023697853088
2026-03-09,SPY,Is there a way to see if my late Dad owned stock?,neutral,-0.09017785079777241,0.8562877774238586
2026-03-09,GLD,Hope you degens are ready to buy,bearish,-0.9073121137917042,0.9432969689369202
2026-03-09,QQQ,Hope you degens are ready to buy,bearish,-0.9073121137917042,0.9432969689369202
2026-03-09,SLV,Hope you degens are ready to buy,bearish,-0.9073121137917042,0.9432969689369202
2026-03-09,SPY,Hope you degens are ready to buy,bearish,-0.9073121137917042,0.9432969689369202
2026-03-09,USO,Hope you degens are ready to buy,bearish,-0.9073121137917042,0.9432969689369202
2026-03-09,USO,Oil up 20% overnight,neutral,-0.0424981564283371,0.9042489528656006
2026-03-09,USO,Crude Oil Futures Holders Be Like....,neutral,-0.03623724915087223,0.9111848473548889
2026-03-09,GLD,"Japan, South Korea stocks tumble over 6% as oil tops $100 amid broader Asia market rout",bearish,-0.9575099106878042,0.9682059288024902
2026-03-09,QQQ,"Japan, South Korea stocks tumble over 6% as oil tops $100 amid broader Asia market rout",bearish,-0.9575099106878042,0.9682059288024902
2026-03-09,SPY,"Japan, South Korea stocks tumble over 6% as oil tops $100 amid broader Asia market rout",bearish,-0.9575099106878042,0.9682059288024902
2026-03-09,USO,"Japan, South Korea stocks tumble over 6% as oil tops $100 amid broader Asia market rout",bearish,-0.9575099106878042,0.9682059288024902
2026-03-09,QQQ,"$6 per gallon of gas is coming (actual analysis + graphs included, puts on my degree)",neutral,0.01591532863676548,0.9340983629226685
2026-03-09,SPY,"$6 per gallon of gas is coming (actual analysis + graphs included, puts on my degree)",neutral,0.01591532863676548,0.9340983629226685
2026-03-09,USO,"$6 per gallon of gas is coming (actual analysis + graphs included, puts on my degree)",neutral,0.01591532863676548,0.9340983629226685
2026-03-09,GLD,"Just as GM, Ford and take massive EV write-offs, oil hits $100/barrel",neutral,-0.021322378888726234,0.9177725315093994
2026-03-09,QQQ,"Just as GM, Ford and take massive EV write-offs, oil hits $100/barrel",neutral,-0.021322378888726234,0.9177725315093994
2026-03-09,USO,"Just as GM, Ford and take massive EV write-offs, oil hits $100/barrel",neutral,-0.021322378888726234,0.9177725315093994
2026-03-09,QQQ,AI coding agents failed spectacularly on new benchmark!,neutral,-0.05386943742632866,0.8741903901100159
2026-03-09,GLD,Iraq oil output drops 60% as Iran war blocks tankers through Strait of Hormuz,bearish,-0.9631361118517816,0.9705588221549988
2026-03-09,QQQ,Iraq oil output drops 60% as Iran war blocks tankers through Strait of Hormuz,bearish,-0.9631361118517816,0.9705588221549988
2026-03-09,USO,Iraq oil output drops 60% as Iran war blocks tankers through Strait of Hormuz,bearish,-0.9631361118517816,0.9705588221549988
2026-03-09,QQQ,30k gain in Crude oil futures,neutral,0.05437949299812317,0.771866500377655
2026-03-09,SLV,30k gain in Crude oil futures,neutral,0.05437949299812317,0.771866500377655
2026-03-09,SPY,30k gain in Crude oil futures,neutral,0.05437949299812317,0.771866500377655
2026-03-09,USO,30k gain in Crude oil futures,neutral,0.05437949299812317,0.771866500377655
2026-03-09,QQQ,USO YOLO - Where is This Opening Tomorrow?,neutral,0.10504218004643917,0.8606444001197815
2026-03-09,USO,USO YOLO - Where is This Opening Tomorrow?,neutral,0.10504218004643917,0.8606444001197815
2026-03-09,EWA,"$KBR : 50% upside, spinoff in 6 months, $72K on the table",neutral,0.13467461243271828,0.8320664763450623
2026-03-09,^AXJO,"$KBR : 50% upside, spinoff in 6 months, $72K on the table",neutral,0.13467461243271828,0.8320664763450623
2026-03-09,GLD,Thesis: It’s going to end badly for oil speculators.,neutral,-0.27745744213461876,0.6461438536643982
2026-03-09,QQQ,Thesis: It’s going to end badly for oil speculators.,neutral,-0.27745744213461876,0.6461438536643982
2026-03-09,SLV,Thesis: It’s going to end badly for oil speculators.,neutral,-0.27745744213461876,0.6461438536643982
2026-03-09,SPY,Thesis: It’s going to end badly for oil speculators.,neutral,-0.27745744213461876,0.6461438536643982
2026-03-09,USO,Thesis: It’s going to end badly for oil speculators.,neutral,-0.27745744213461876,0.6461438536643982
2026-03-09,EWA,Oil market prepares for $100 a barrel as Middle East producers cut output,bearish,-0.9512095926329494,0.9619471430778503
2026-03-09,GLD,Oil market prepares for $100 a barrel as Middle East producers cut output,bearish,-0.9512095926329494,0.9619471430778503
2026-03-09,QQQ,Oil market prepares for $100 a barrel as Middle East producers cut output,bearish,-0.9512095926329494,0.9619471430778503
2026-03-09,USO,Oil market prepares for $100 a barrel as Middle East producers cut output,bearish,-0.9512095926329494,0.9619471430778503
2026-03-09,^AXJO,Oil market prepares for $100 a barrel as Middle East producers cut output,bearish,-0.9512095926329494,0.9619471430778503
2026-03-09,GLD,"LNG themes up +9.57%, Silver Mining down -13.46% this week. Breaking down what actually drove both moves.",neutral,-0.040441468358039856,0.6047218441963196
2026-03-09,SLV,"LNG themes up +9.57%, Silver Mining down -13.46% this week. Breaking down what actually drove both moves.",neutral,-0.040441468358039856,0.6047218441963196
2026-03-09,SPY,"LNG themes up +9.57%, Silver Mining down -13.46% this week. Breaking down what actually drove both moves.",neutral,-0.040441468358039856,0.6047218441963196
2026-03-09,USO,"LNG themes up +9.57%, Silver Mining down -13.46% this week. Breaking down what actually drove both moves.",neutral,-0.040441468358039856,0.6047218441963196
2026-03-09,SPY,"Dow futures tumble over 1,000 points as U.S. oil nears $120 a barrel to begin the week's trading: Live updates - CNBC",bearish,-0.5847678668797016,0.6057406067848206
2026-03-09,USO,"Dow futures tumble over 1,000 points as U.S. oil nears $120 a barrel to begin the week's trading: Live updates - CNBC",bearish,-0.5847678668797016,0.6057406067848206
2026-03-09,QQQ,"Stock market today: Dow, S&P 500, Nasdaq futures slammed as oil prices surge to over $100 a barrel - Yahoo Finance",neutral,0.2439097762107849,0.557739794254303
2026-03-09,SPY,"Stock market today: Dow, S&P 500, Nasdaq futures slammed as oil prices surge to over $100 a barrel - Yahoo Finance",neutral,0.2439097762107849,0.557739794254303
2026-03-09,USO,"Stock market today: Dow, S&P 500, Nasdaq futures slammed as oil prices surge to over $100 a barrel - Yahoo Finance",neutral,0.2439097762107849,0.557739794254303
2026-03-09,GLD,"Oil Tops $100 as War Rages, US Stock Futures Drop: Markets Wrap - Bloomberg.com",bearish,-0.842134727165103,0.8576928973197937
2026-03-09,USO,"Oil Tops $100 as War Rages, US Stock Futures Drop: Markets Wrap - Bloomberg.com",bearish,-0.842134727165103,0.8576928973197937
2026-03-09,GLD,Dow Jones Futures Dive As Oil Surges Above $110. Iran Names Khamenei's Son As Supreme Leader. - Investor's Business Daily,neutral,-0.08270103856921196,0.836105227470398
2026-03-09,QQQ,Dow Jones Futures Dive As Oil Surges Above $110. Iran Names Khamenei's Son As Supreme Leader. - Investor's Business Daily,neutral,-0.08270103856921196,0.836105227470398
2026-03-09,SPY,Dow Jones Futures Dive As Oil Surges Above $110. Iran Names Khamenei's Son As Supreme Leader. - Investor's Business Daily,neutral,-0.08270103856921196,0.836105227470398
2026-03-09,USO,Dow Jones Futures Dive As Oil Surges Above $110. Iran Names Khamenei's Son As Supreme Leader. - Investor's Business Daily,neutral,-0.08270103856921196,0.836105227470398
2026-03-09,SPY,"Why Are Stock Market Futures Down Today, 3/9/26? - TipRanks",bearish,-0.7112270426005125,0.7327520251274109
2026-03-09,GLD,"Gold prices fall on firmer dollar, dimming rate-cut hopes - Reuters",bearish,-0.9378177504986525,0.9553530216217041
2026-03-09,QQQ,"Gold prices fall on firmer dollar, dimming rate-cut hopes - Reuters",bearish,-0.9378177504986525,0.9553530216217041
2026-03-09,SPY,"Gold prices fall on firmer dollar, dimming rate-cut hopes - Reuters",bearish,-0.9378177504986525,0.9553530216217041
2026-03-09,USO,"Gold prices fall on firmer dollar, dimming rate-cut hopes - Reuters",bearish,-0.9378177504986525,0.9553530216217041
2026-03-09,GLD,"Gold Price Today [9 March, 2026]: Gold Holds Steady Near $5,172 Amid Middle East Tensions; Domestic Rates Ease to ₹1.63 Lakh/10g | Check City-Wise Rates of 24K, 22K & 18K - The Sunday Guardian",bullish,0.8844910450279713,0.9267441034317017
2026-03-09,GLD,Iran war: Oil prices jump above $100 for first time in four years - BBC,bullish,0.5929992832243443,0.6166143417358398
2026-03-09,USO,Iran war: Oil prices jump above $100 for first time in four years - BBC,bullish,0.5929992832243443,0.6166143417358398
2026-03-09,GLD,Middle East crisis live: Mojtaba Khamenei chosen as Iran’s new supreme leader; oil prices soar past $100 a barrel - The Guardian,neutral,0.22111966274678707,0.7176461219787598
2026-03-09,SPY,Middle East crisis live: Mojtaba Khamenei chosen as Iran’s new supreme leader; oil prices soar past $100 a barrel - The Guardian,neutral,0.22111966274678707,0.7176461219787598
2026-03-09,USO,Middle East crisis live: Mojtaba Khamenei chosen as Iran’s new supreme leader; oil prices soar past $100 a barrel - The Guardian,neutral,0.22111966274678707,0.7176461219787598
2026-03-09,USO,Here's what smart people are saying about oil soaring past $100 - Business Insider,neutral,0.083891736343503,0.8840540051460266
2026-03-09,GLD,Crude oil prices surpass $100 a barrel as the Iran war impedes production and shipping - Anchorage Daily News,neutral,-0.12164261937141418,0.748770534992218
2026-03-09,QQQ,Crude oil prices surpass $100 a barrel as the Iran war impedes production and shipping - Anchorage Daily News,neutral,-0.12164261937141418,0.748770534992218
2026-03-09,USO,Crude oil prices surpass $100 a barrel as the Iran war impedes production and shipping - Anchorage Daily News,neutral,-0.12164261937141418,0.748770534992218
